Word	Romanised Word	Pronunciation	Variant Number	Comments
ভালেইনে	BA2le2Ine2	B a . l e i . n E	0	
ভালো	BA2lo2	B a . l U	0	
ভাষণে	BA2s`n`e2	B a . x O . n E	0	
ভাড়া	BA2RA2	B a . r a	0	
ভাৰতীয়	BA2rti2y	B a . r o . t i j O	0	
ভাৰা	BA2rA2	B a . r a	0	
ভাৱ	BA2w	B a b	0	
ভি	BI2	B i	0	
ভিউছনিক	BI2UCnI2k	B i u . s O . n i k	0	
ভিত্তি	BI2t+tI2	B i t . t i	0	
ভিতৰত	BI2trt	B i . t O . r O t	0	
ভিতৰৰ	BI2trr	B i . t O . r O r	0	
ভিনালীম	BI2nA2li2m	B i . n a . l i m	0	
ভুলকে	BU2lke2	B u . l O . k E	0	
ভূঁই	Bu2MI	B u ~ i	0	
ভূমিস্খলনৰ-	Bu2mI2s+Klnr-	B u . m i s. K O . l O . n O r	0	
ভূমিস্হনৰ	Bu2mI2s+hnr	B u . m i s . T O . n O r	0	
ভেকেঞ্চি	Be2ke2J+cI2	B E . k E n . s i	0	
ভেটিটোত	Be2t`I2t`o2t	B e . t i . t u t	0	
ভেদ	Be2d	B e d	0	
ভেনুৰ	Be2nU2r	B e . n u r	0	
ভেলোৰ	Be2lo2r	B E . l U r	0	
ভেৰিফিকেচনৰ	Be2rI2PI2ke2cnr	B e . r i . P i . k E . s O . n O r	0	
ভোকে	Bo2ke2	B U . k E	0	
ভোট	Bo2t`	B U t	0	
ভোল	Bo2l	B U l	0	
ভ্ৰাম্যমাণ	B+rA2m+YmA2n`	B r a i m . j O . m a n	0	
ভয়	By	B O j	0	
ভয়তে	Byte2	B O . j O . t E	0	
ভয়েই	Bye2I	B O . j e i	0	
ভৰাই	BrA2I	B O . r a i	0	
ভৰাব	BrA2b	B O . r a . b O	0	
ভৰাম	BrA2m	B O . r a m	0	
ভৰি	BrI2	B o . r i	0	
ম	m	m	0	
ম'হৰ	m'hr	m o . h O r	0	
ম-	m-	m	0	
মই	mI	m O i	0	
মইও	mIo	m u i u	0	
মইতো	mIto2	m O i . t U	0	
মইনাক	mInA2k	m O i . n a k	0	
মইনাটোৰ	mInA2t`o2r	m O i . n a . t U r	0	
মইনাহঁততো	mInA2hMtto2	m O i . n a . h O ~ t O . t U	0	
মইনাহঁতো	mInA2hMto2	m O i . n a . h O ~ t o	0	
মইনাৰ	mInA2r	m O i . n a r	0	
মইনো	mIno2	m O i . n U	0	
মইযে	mIYe2	m O i . z E	0	
মইয়ো	mIyo2	m O i . j U	0	
মগজ	mgj	m O . g O z	0	
মঙ্গলবাৰ	mN+glbA2r	m O N . g O  l . b a r	0	
মচাৰ	mcA2r	m O . s a r	0	
মজা	mjA2	m O . z a	0	
মজাটোৱেই	mjA2t`o2we2I	m O . z a . t U . w e i	0	
মজুমদাৰ	mjU2mdA2r	m o . z u m . d a r	0	
মজুৰিৰ	mjU2rI2r	m o . z u . r i r	0	
মটং	mt`W	m O . t O N	0	
মটৰত	mt`rt	m O . t O . r O t	0	
মঠঘৰীয়া	mT`Gri2yA2	m O  T . G o . r i . j a	0	
মণ্ডল	mn`+d`l	m O n . d O l	0	
মতাই	mtA2I	m O . t a i	0	
মতে	mte2	m O . t E	0	
মথুৰা	mTU2rA2	m o . T u . r a	0	
মধ্যে	mD+Ye2	m O i D . j E	0	
মন	mn	m O n	0	
মনত	mnt	m O . n O t	0	
মনালিচা	mnA2lI2cA2	m O . n a . l i . s a	0	
মনে	mne2	m O . n E	0	
মনো	mno2	m O . n U	0	
মন্দিৰটোলে	mn+dI2rt`o2le2	m O n . d i  r . t U . l E	0	
মন্দিৰতো	mn+dI2rto2	m O n . d i . r O . t U	0	
মনৰ	mnr	m O . n O r	0	
মস্কো	ms+ko2	m O s . k U	0	
মস্তি	ms+tI2	m O s . t i	0	
মহাত্মা	mhA2t+mA2	m O . h a t . m a	0	
মহাৰো	mhA2ro2	m O . h a . r U	0	
মহিনা	mhI2nA2	m o . h i . n a	0	
মহেন্দ্ৰৰ	mhe2n+d+rr	m O . h E n . d r O r	0	
মহৰ	mhr	m O . h O r	0	
মা	mA2	m a	0	
মা-	mA2-	m a	0	
মাঁ	mA2M	m a ~	0	
মাই	mA2I	m a i	0	
মাইক	mA2Ik	m a i k	0	
মাইকী	mA2Iki2	m a i . k i	0	
মাইক্ৰ'ফাইনেন্স	mA2Ik+r'PA2Ine2n+s	m a i . k r O . P a i . n E n s	0	
মাইনা	mA2InA2	m a i . n a	0	
মাইনাই	mA2InA2I	m a i . n a i	0	
মাইনাৰতো	mA2InA2rto2	m a i . n a r  . t U	0	
মাইল	mA2Il	m a i l	0	
মাক	mA2k	m a k	0	
মাকে	mA2ke2	m a . k E	0	
মাকৰ	mA2kr	m a . k O r	0	
মাঘ	mA2G	m a G	0	
মাছ	mA2C	m a s	0	
মাজত	mA2jt	m a . z O t	0	
মাজু	mA2jU2	m a . z u	0	
মাজে	mA2je2	m a . z E	0	
মাজেৰে	mA2je2re2	m a . z E . r E	0	
মাটি	mA2t`I2	m a . t i	0	
মাটিও	mA2t`I2o	m a . t i u	0	
মাত	mA2t	m a t	0	
মাততো	mA2tto2	m a . t O . t U	0	
মাতা	mA2tA2	m a . t a	0	
মাতি	mA2tI2	m a . t i	0	
মাতিছ	mA2tI2C	m a . t i . s O	0	
মাতিছিলো	mA2tI2CI2lo2	m a . t i . s i . l U	0	
মাতিছে	mA2tI2Ce2	m a . t i . s E	0	
মাতিব	mA2tI2b	m a . t i . b O	0	
মাতিলেহেঁতেন	mA2tI2le2he2Mte2n	m a . t i . l E . h E ~ t E n	0	
মাতিলো	mA2tI2lo2	m a . t i . l u	0	
মাতো	mA2to2	m a . t U	0	
মাথা	mA2TA2	m a . T a	0	
মাদ্ৰিদ	mA2d+rI2d	m a . d r i d	0	
মাধ্যম	mA2D+Ym	m a D . j O m	0	
মান	mA2n	m a n	0	
মানত	mA2nt	m a . n O t	0	
মাননীয়া	mA2nni2yA2	m a . n O . n i . j a	0	
মানা	mA2nA2	m a . n a	0	
মানি	mA2nI2	m a . n i	0	
মানিহঁত	mA2nI2hMt	m a . n i . h O ~ t	0	
মানুহ	mA2nU2h	m a . n u h	0	
মানুহক	mA2nU2hk	m a . n u . h O k	0	
মানুহজনে	mA2nU2hjne2	m a . n u h . z O . n E	0	
মানুহজনৰ	mA2nU2hjnr	m a . n u h . z O . n O r	0	
মানুহতো	mA2nU2hto2	m a . n u . h . t U	0	
মানুহবিলাক	mA2nU2hbI2lA2k	m a . n u  h . b i . l a k	0	
মানুহবিলাকে	mA2nU2hbI2lA2ke2	m a . n u  h . b i . l a . k E	0	
মানুহৰ	mA2nU2hr	m a . n u . h O r	0	
মানে	mA2ne2	m a . n E	0	
মাম-	mA2m-	m a m	0	
মামাৰ	mA2mA2r	m a . m a r	0	
মামী	mA2mi2	m a . m i	0	
মামীহঁতৰ	mA2mi2hMtr	m a . m i . h O ~ t O r	0	
মামীৰ	mA2mi2r	m a . m i r	0	
মাল	mA2l	m a l	0	
মালযুঁজখন	mA2lYU2MjKn	m a  l . z u ~ z O . K O n	0	
মালিকৰ	mA2lI2kr	m a . l i . k O r	0	
মালৰ	mA2lr	m a . l O r	0	
মাহ	mA2h	m a h	0	
মাহঁতে	mA2hMte2	m a . h O ~ t E	0	
মাহঁতৰ	mA2hMtr	m a . h O ~ t O r	0	
মাহত	mA2ht	m a . h O t	0	
মাহী	mA2hi2	m a . h i	0	
মাহীক	mA2hi2k	m a . h i k	0	
মাহীজনী	mA2hi2jni2	m a . h i . z O . n i	0	
মাহেকে	mA2he2ke2	m a . h E . k E	0	
মাহৰ	mA2hr	m a . h O r	0	
মায়ে	mA2ye2	m a . j E	0	
মাৰ	mA2r	m a r	0	
মাৰকেট	mA2rke2t`	m a  r . k E t	0	
মাৰবো	mA2rbo2	m a r  . b U	0	
মাৰিছো	mA2rI2Co2	m a . r i . s u	0	
মাৰিলে	mA2rI2le2	m a . r i . l E	0	
মাৰিলো	mA2rI2lo2	m a . r i . l u	0	
মাৰে	mA2re2	m a . r E	0	
মাৰেনে	mA2re2ne2	m a . r E . n E	0	
মাৰো	mA2ro2	m a . r U	0	
মাৰ্কেট	mA2r+ke2t`	m a r . k E t	0	
মাৰ্চ	mA2r+c	m a r s	0	
মিচ	mI2c	m i s	0	
মিছ	mI2C	m i s	0	
মিছা	mI2CA2	m i . s a	0	
মিতালি	mI2tA2lI2	m i . t a . l i	0	
মিন	mI2n	m i n	0	
মিনতি	mI2ntI2	m i . n o . t i	0	
মিনিট	mI2nI2t`	m i . n i t	0	
মিনিটছ	mI2nI2t`C	m i . n i t s	0	
মিনিটমান	mI2nI2t`mA2n	m i . n i  t  . m a n	0	
মিনিটো	mI2nI2t`o2	m i . n i . t u	0	
মিল	mI2l	m i l	0	
মিলাই	mI2lA2I	m i . l a i	0	
মিলাটো	mI2lA2t`o2	m i . l a . t U	0	
মিলি	mI2lI2	m i . l i	0	
মিলিল	mI2lI2l	m i . l i l	0	
মিস্ত্ৰী	mI2s+t+ri2	m i s. t r i	0	
মীৰা	mi2rA2	m i . r a	0	
মুকলি	mU2klI2	m u . k o . l i	0	
মুক্তাপুৰ	mU2k+tA2pU2r	m u k . t a . p u r	0	
মুখ	mU2K	m u K	0	
মুখত	mU2Kt	m u . K O t	0	
মুখে	mU2Ke2	m u . K E	0	
মুখেদি	mU2Ke2dI2	m u . K e . d i	0	
মুখৰ	mU2Kr	m u . K O r	0	
মুছি	mU2CI2	m u . s i	0	
মুতিলে	mU2tI2le2	m u . t i . l E	0	
মুনহঁত	mU2nhMt	m u  n . h O ~ t	0	
মুনুৰ	mU2nU2r	m u . n u r	0	
মুৰত	mU2rt	m u . r O t	0	
মুৰে	mU2re2	m u . r E	0	
মূল	mu2l	m u l	0	
মূলত	mu2lt	m u . l O t	0	
মূল্যবৃদ্ধি	mu2l+Ybr2d+DI2	m u l . j O . b  r i d . D i	0	
মূৰ	mu2r	m u r	0	
মূৰত	mu2rt	m u . r O t	0	
মৃত্যু	mr2t+YU2	m r i t . j u	0	
মৃনাল	mr2nA2l	m  r i . n a l	0	
মেকানিক	me2kA2nI2k	m E . k a . n i k	0	
মেগাজিন	me2gA2jI2n	m E . g a . z i n	0	
মেঘালি	me2GA2lI2	m E . G a . l i	0	
মেঘালিক	me2GA2lI2k	m E . G a . l i k	0	
মেঘালয়ৰ	me2GA2lyr	m E . G a . l O . j O r	0	
মেঘে	me2Ge2	m E . G E	0	
মেচেজত	me2ce2jt	m E . s E . z O t	0	
মেজখনত	me2jKnt	m E  z  . K O . n O t	0	
মেডিচিন	me2d`I2cI2n	m e . d i . s i n	0	
মেধি	me2DI2	m e . D i	0	
মেলা	me2lA2	m E . l a	0	
মেলাখন	me2lA2Kn	m E . l a . K O n	0	
মেলি	me2lI2	m e . l i	0	
মৈথিলী	me4TI2li2	m oi . T i . l i	0	
মোক	mo2k	m U k	0	
মোকো	mo2ko2	m U. k U	0	
মোটামুটি	mo2t`A2mU2t`I2	m U . t a . m u . t i	0	
মোলে	mo2le2	m U . l E	0	
মোহন	mo2hn	m U . h O n	0	
মোৰ	mo2r	m U r	0	
মোৰ-	mo2r-	m U r	0	
মোৰখিনি	mo2rKI2nI2	m U  r  . K i . n i	0	
মোৰটো	mo2rt`o2	m U  r  . t U	0	
মোৰটোদি	mo2rt`o2dI2	m U r  . t U . d i	0	
মোৰো	mo2ro2	m U . r U	0	
মৌ-	mo4-	m ou	0	
ময়ো	myo2	m o . j U	0	
মৰম	mrm	m O . r O m	0	
য'ত	Y't	z o t	0	
যদি	YdI2	z o . d i	0	
যদিও	YdI2o	z o . d i u	0	
যা	YA2	z a	0	
যাওঁ	YA2oM	z a o ~	0	
যাওঁক	YA2oMk	z a o ~ k	0	
যাওঁতে	YA2oMte2	z a o ~ t E	0	
যাওঁতেতো	YA2oMte2to2	z a o ~ t E . t U	0	
যাওঁনে	YA2oMne2	z a o ~ n E	0	
যাতা	YA2tA2	z a . t a	0	
যাত্ৰাৰ	YA2t+rA2r	z a . t r a r	0	
যাব	YA2b	z a . b O	0	
যাবই	YA2bI	z a . b i	0	
যাবলে	YA2ble2	z a . b o . l e	0	
যাবলেকে	YA2ble2ke2	z a . b o . l e . k e	0	
যাবহে	YA2bhe2	z a . b O . h E	0	
যাবা	YA2bA2	z a . b a	0	
যাবানে	YA2bA2ne2	z a . b a . n E	0	
যাবানো	YA2bA2no2	z a . b a . n U	0	
যাবি	YA2bI2	z a . b i	0	
যাবিচোন	YA2bI2co2n	z a . b i . s U n	0	
যাবিতো	YA2bI2to2	z a . b i . t U	0	
যাবৰ	YA2br	z a . b O r	0	
যাম	YA2m	z a m	0	
যামদে	YA2mde2	z a m . d E	0	
যামহে	YA2mhe2	z a m . h E	0	
যাষ্ট	YA2s`+t`	z a s t	0	
যায়	YA2y	z a j	0	
যায়নে	YA2yne2	z a  j . n E	0	
যায়েই	YA2ye2I	z a . j e i	0	
যাৱ	YA2w	z a . w O	0	
যি	YI2	z i	0	
যিটো	YI2t`o2	z i . t u	0	
যিতি	YI2tI2	z i . t i	0	
যিদিনা	YI2dI2nA2	z i . d i . n a	0	
যিবিলাকত	YI2bI2lA2kt	z i . b i . l a . k O t	0	
যিমান	YI2mA2n	z i . m a n	0	
যিমানে	YI2mA2ne2	z i . m a . n E	0	
যিহেতু	YI2he2tU2	z i . h e . t u	0	
যিয়ে	YI2ye2	z i . j E	0	
যুগত	YU2gt	z u . g O t	0	
যুদ্ধ	YU2d+D	z u d . D O	0	
যে	Ye2	z E	0	
যেতিয়া	Ye2tI2yA2	z e . t i . j a	0	
যেন	Ye2n	z E n	0	
যেনেকুবা	Ye2ne2kU2bA2	z e . n e . k u . w a	spelling with w	
যেনেকে	Ye2ne2ke2	z E . n E . k E	0	
যোগমায়া	Yo2gmA2yA2	z U . g O . m a . j a	0	
যোন	Yo2n	z U n	0	
যোনখন	Yo2nKn	z o  n . K O n	0	
যোনটো	Yo2nt`o2	z o U n . t U	0	
যোৱা	Yo2wA2	z U . w a	0	
যোৱাও	Yo2wA2o	z U . w a U	0	
যোৱাকালি	Yo2wA2kA2lI2	z U . w a . k a . l i	0	
যোৱাটো	Yo2wA2t`o2	z U . w a . t U	0	
যোৱাত	Yo2wA2t	z U . w a t	0	
যোৱাবাৰ	Yo2wA2bA2r	z U . w a . b a r	0	
যোৱাৰ	Yo2wA2r	z U . w a r	0	
ল''বলে	l''ble2	l o . b o . l e	0	
ল''ম	l''m	l o m	0	
ল'ব	l'b	l o b O	0	
ল'লা	l'lA2	l o . l a	0	
ল'লি	l'lI2	l o . l i	0	
ল'লিয়ে	l'lI2ye2	l o . l i . j E	0	
ল'লে	l'le2	l o . l e	0	
ল'লো	l'lo2	l o . l u	0	
ল'ৰাই	l'rA2I	l o . r a i	0	
ল'ৰাৰ	l'rA2r	l o . r a r	0	
লওঁ	loM	l O U ~	0	
লওঁক	loMk	l O U ~ k	0	
লওঁনে	loMne2	l O U ~ n E	0	
লক্ষ-	lk+s`-	l o i k . K j O	0	
লক্ষ্মণক	lk+s`+mn`k	l O k . K m O . n O k	0	
লক্ষ্মী-দেৱীৰ	lk+s`+mi2-de2wi2r	l O k . K m i # d e . b i r	0	
লক্ষ্মীক	lk+s`+mi2k	l O K . m i k	0	
লক্ষ্মীপূজাৰ	lk+s`+mi2pu2jA2r	l O K . m i . p u . z a r	0	
লক্ষ্য	lk+s`+Y	l O i k . K j O	0	
লগ	lg	l O g	0	
লগত	lgt	l O . g O t	0	
লগতহে	lgthe2	l O . g O  t  . h E	0	
লগতে	lgte2	l O . g O . t E	0	
লগতো	lgto2	l O . g O . t U	0	
লগা	lgA2	l O . g a	0	
লগাই	lgA2I	l O . g a i	0	
লগাইছ	lgA2IC	l O . g a i . s u	0	
লগাইছে	lgA2ICe2	l O . g a i . s E	0	
লগাইছো	lgA2ICo2	l O . g a i . s u	0	
লগাব	lgA2b	l O . g a .  b O	0	
লগালে	lgA2le2	l O . g a . l E	0	
লগালো	lgA2lo2	l O . g a . l U	0	
লগায়ে	lgA2ye2	l O . g a . j E	0	
লগাৰ	lgA2r	l O . g a r	0	
লগে	lge2	l O . g E	0	
লগোৱা	lgo2wA2	l O . g U . w a	0	
লগৰ	lgr	l O . g O r	0	
লব	lb	l o  . b O	0	
লবনে	lbne2	l o . b o . n E	0	
লবা	lbA2	l o . b a	0	
ললে	lle2	l o . l E	0	
লহিয়াবই	lhI2yA2bI	l o . h i . j a . b o i	0	
লাইন	lA2In	l a i n	0	
লাইনত	lA2Int	l a i . n O t	0	
লাক	lA2k	l a k	0	
লাক্সেমবাৰ্গ	lA2k+se2mbA2r+g	l a k . z E m . b a r g	0	
লাখ	lA2K	l a K	0	
লাগি	lA2gI2	l a . g i	0	
লাগিছিল	lA2gI2CI2l	l a . g i . s i . l E	0	
লাগিছিলে	lA2gI2CI2le2	l a . g i . s i . l E	0	
লাগিছে	lA2gI2Ce2	l a . g i . s E	0	
লাগিব	lA2gI2b	l a . g i . b O	0	
লাগিল	lA2gI2l	l a . g i l	0	
লাগিলে	lA2gI2le2	l a . g i . l E	0	
লাগে	lA2ge2	l a . g E	0	
লাভ	lA2B	l a B	0	
লাম-লাকুট	lA2m-lA2kU2t`	l a  m  # l a . k u t / lam # la . k o . t u	লাম-লাকটু	
লালমাটি	lA2lmA2t`I2	l a  l . m a . t i	0	
লাষ্ট	lA2s`+t`	l a s t	0	
লাষ্টত	lA2s`+t`t	l a s . t O t	0	
লাষ্টলে	lA2s`+t`le2	l a s . t O . l E	0	
লাহে	lA2he2	l a . h E	0	
লিখা	lI2KA2	l i . K a	0	
লিখি	lI2KI2	l i . K i	0	
লিখিব	lI2KI2b	l i . K i . b O	0	
লিখিলৈ	lI2KI2le4	l i . K i . l oi	0	
লিটাৰ	lI2t`A2r	l i . t a r	0	
লিষ্ট	lI2s`+t`	l i s t	0	
লিষ্টটো	lI2s`+t`t`o2	l i s . t O . t U	0	
লুকুৱাই	lU2kU2wA2I	l u . k u . w a i	0	
লুলুক	lU2lU2k	l u . l u k	0	
লুলুৰ	lU2lU2r	l u . l u r	0	
লে	le2	l E	0	
লেকে	le2ke2	l E . k E	0	
লেট	le2t`	l E t	0	
লেনা-দেনা	le2nA2-de2nA2	l E . n a # d E . n a	0	
লেনে	le2ne2	l E . n E	0	
লেপটপতো	le2pt`pto2	l E p . t O p . t o	0	
লেব'ৰটৰিজ	le2b'rt`rI2j	l E . b O . r O . t o . r i z	0	
লেমটো	le2mt`o2	l E m . t o	0	
লৈ	le4	l oi	0	
লৈকে	le4ke2	l oi . k E	0	
লৈছা	le4CA2	l oi . s a	0	
লৈছে	le4Ce2	l oi . s E	0	
লৈছো	le4Ce2A2	l oi . s u	0	
লৈছো	le4Co2	l oi . s u	0	
লোক	lo2k	l U k	0	
লোকনাট্য	lo2knA2t`+Y	l U . k O . n a i t . j O	0	
লোন	lo2n	l U n	0	
লোৱা	lo2wA2	l U . w a	0	
লয়	ly	l O j	0	
লৰা	lrA2	l o . r a	0	
লৰাটো	lrA2t`o2	l o . r a . t U	0	
লৰাটোৱে	lrA2t`o2we2	l O . r a . t U . w E	0	
লৰাৰ	lrA2r	l o . r a r	0	
শ	S	x O	0	
শইকীয়া	SIki2yA2	x O i . k i . j a	0	
শতাধিক	StA2DI2k	x O . t a . D i k	0	
শনিবাৰ	SnI2bA2r	x O . n i . b a r	0	
শনিবাৰে	SnI2bA2re2	x O . n i . b a . r E	0	
শব্দ	Sb+d	x O b . d O	0	
শব্দই	Sb+dI	x O b . d O i	0	
শশ-	SS-	x O . x O	0	
শশধৰ	SSDr	x O . x O . D O r	0	
শান্তিনগৰ	SA2n+tI2ngr	x a n . t i . n O . g O r	0	
শালিকা	SA2lI2kA2	x a . l i . k a	0	
শিকলি	SI2klI2	x i . k o . l i	0	
শিকি	SI2kI2	x i . k i	0	
শিকিছিল	SI2kI2CI2l	x i . k i . s i l	0	
শিকিছে	SI2kI2Ce2	x i . k i . s E	0	
শিকিছো	SI2kI2Co2	x i . k i . s u	0	
শিকিব	SI2kI2b	x i . k i . b O	0	
শিকিম	SI2kI2m	x i . k i m	0	
শিকিলে	SI2kI2le2	x i . k i . l E	0	
শিক্ষাৰ	SI2k+s`A2r	x i k . K a r	0	
শিলিগুড়ি	SI2lI2gU2RI2	x i . l i . g u . r` i	0	
শিলেৰে	SI2le2re2	x i . l E . r E	0	
শিল্পীলৈ	SI2l+pi2le4	x i l . p i . l oi	0	
শিশু	SI2SU2	x i . x u	0	
শুঁৰডালত	SU2Mrd`A2lt	x u ~ r  . d a . l O t	0	
শুঁৰত	SU2Mrt	x u ~ r O t	0	
শুই	SU2I	x u i	0	
শুকাই	SU2kA2I	x u . k a i	0	
শুক্ৰবাৰ	SU2k+rbA2r	x u . k r O . b a r	0	
শুদ্ধকৈ	SU2d+Dke4	x u d . D O . k oi	0	
শুন	SU2n	x u n	0	
শুনা	SU2nA2	x u . n a	0	
শুনি	SU2nI2	x u . n i	0	
শুনিছেনে	SU2nI2Ce2ne2	x u . n i . s E . n E	0	
শুনিবা	SU2nI2bA2	x u . n i . b a	0	
শুনো	SU2no2	x u . n U	0	
শুবানে	SU2bA2ne2	x u . b a . n E	0	
শুভাৰম্ভ	SU2BA2rm+B	x u . B a . r O m . B O	0	
শুৱাই	SU2wA2I	x u . w a i	0	
শুৱেনে	SU2we2ne2	x u . w E . n E	0	
শূন-	Su2n-	x u n	0	
শূন্য	Su2n+Y	x u i n . j  O	0	
শূৰ্পনখাই	Su2r+pnKA2I	x u . p O r . n O . K a i	0	
শেষ	Se2s`	x e x	0	
শেষত	Se2s`t	x e . x O t	0	
শেষেই	Se2s`e2I	x e . x e i	0	
শেষৰ	Se2s`r	x e . x O r	0	
শৈশৱত	Se4Swt	x oi . x O . w O t / xo i xO b O t	0	
শোণিতপুৰ	So2n`I2tpU2r	x u . n i . t  . p u r	0	
শোধা	So2DA2	x U . D a	0	
শোৱা	So2wA2	x U . w a	0	
শ্ৰমিকৰ	S+rmI2kr	s r O . m i . k O r	0	
শৰ্মা	Sr+mA2	x O r . m a	0	
শৰ্মাহঁতৰ	Sr+mA2hMtr	x O r . m a . h O ~ t O r	0	
শৰৎ	Srt2	x O . r O t	0	
ষাঠি	s`A2T`I2	x a . T i	0	
ষোল্ল	s`o2l+l	x U l . l O	0	
ষ্টেণ্ডডাল	s`+t`e2n`+d`d`A2l	s t E n  d  . d a l	0	
সঁচা	sMcA2	x O ~ s a	0	
সং	sW	x O N	0	
সংকটজনক	sWkt`jnk	x O N . k O  t  . z O . n O k	0	
সংগীত	sWgi2t	x O N . g i t	0	
সংগীতাই	sWgi2tA2I	x O N . g i . t a i	0	
সংগীতাৰ	sWgi2tA2r	x O N . g i . t a r	0	
সংজ্ঞা	sWj+JA2	x O i N . G j a	0	
সংবাদপত্ৰবিলাকে	sWbA2dpt+rbI2lA2ke2	x O N . b a  d  . p O . t r O . b i . l a . k E	0	
সংলগ্ন	sWlg+n	x O N . l O g . n O	0	
সংসাৰৰ	sWsA2rr	x O N . x a . r O r	0	
সকলো	sklo2	x O . k O . l U	0	
সজা	sjA2	x O . z a	0	
সজাই	sjA2I	x O . z a i	0	
সজোৱা	sjo2wA2	x O . z U . w a	0	
সত্তৰ	st+tr	x o t . t o r	0	
সত্য	st+Y	x O i t . j O	0	
সদানন্দ	sdA2nn+d	x O . d a . n O n . d O	0	
সদায়	sdA2y	x O . d a j	0	
সন্তান	sn+tA2n	x O n . t a n	0	
সন্তানৰ	sn+tA2nr	x O n . t a . n O r	0	
সপ্তাহ	sp+tA2h	x O p . t a h	0	
সপ্তাহত	sp+tA2ht	x O p . t a . h O t	0	
সপ্তাহান্ত	sp+tA2hA2n+t	x O p . t a . h a n . t O	0	
সপ্তাহৰ	sp+tA2hr	x O p . t a . h O r	0	
সফলতাৰ	sPltA2r	x O . P O . l O . t a r	0	
সব	sb	x O b	0	
সবিমল	sbI2ml	x o . b i . m O l	0	
সভাই	sBA2I	x O . B a i	0	
সভাখনত	sBA2Knt	x O . B a . K O . n O t	0	
সমগ্ৰ	smg+r	x O . m O g . r O	0	
সমাজৰ	smA2jr	x O . m a . z O r	0	
সমান	smA2n	x O . m a n	0	
সমাৰোহৰ-	smA2ro2hr-	x O . m a . r U . h O r	0	
সমুখতে	smU2Kte2	x o . m u . K O . t E	0	
সম্পত্তি	sm+pt+tI2	x O m . p o t . t i	0	
সম্পন্ন	sm+pn+n	x O m . p O n . n O	0	
সম্পাদক	sm+pA2dk	x O m . p a . d O k	0	
সম্পূৰ্ণ	sm+pu2r+n`	x O m . p u r . n O	0	
সম্পৰ্ক	sm+pr+k	x O m . p O r . k O	0	
সম্ভাৱনা	sm+BA2wnA2	x O m . B a . w O . n a	0	
সম্ভ্ৰ-	sm+B+r-	x O m . B r O	0	
সম্ভ্ৰম	sm+B+rm	x O m . B r O m	0	
সম্ভৱ	sm+Bw	x O m . B O b	0	
সম্মুখত	sm+mU2Kt	x o m . m u . K O t	0	
সময়	smy	x O . m O j	0	
সময়খিনি	smyKI2nI2	x O . m O  j . K i . n i	0	
সময়ত	smyt	x O . m O . j O t	0	
সময়তে	smyte2	x O . m O . j O . t E	0	
সময়তো	smyto2	x O . m O . j O . t U	0	
সময়ে	smye2	x O . m O . j E	0	
সময়ৰ	smyr	x O . m O . j O r	0	
সলাই	slA2I	x O . l a i	0	
সহজ	shj	x O . h O z	0	
সহায়	shA2y	x O . h a j	0	
সাঁথৰ	sA2MTr	x a ~ T O r	0	
সাং	sA2W	x a N	0	
সাউদে	sA2Ude2	x a u . d E	0	
সাউদৰ	sA2Udr	x a u . d O r	0	
সাজু	sA2jU2	x a . z u	0	
সাত	sA2t	x a t	0	
সাতটা	sA2tt`A2	x a  t . t a	0	
সাতটাৰ	sA2tt`A2r	x a  t . t a r	0	
সাতশ	sA2tS	x a  t  . x O	0	
সাতসত্তৰ	sA2tst+tr	x a  t . x o t . t o r	0	
সাতাইশ	sA2tA2IS	x a . t a i s	0	
সাতানব্বৈ	sA2tA2nb+be4	x a . t a . n o b . b oi	0	
সাতাশী	sA2tA2Si2	x a . t a . x i	0	
সাধাৰণ	sA2DA2rn`	x a . D a . r O n	0	
সাধাৰনতে	sA2DA2rnte2	x a . D a . r O . n O . t E	0	
সাধু	sA2DU2	x a . D u	0	
সাধুৱেই	sA2DU2we2I	x a . D u . w e i	0	
সান্নিধ্য	sA2n+nI2D+Y	x a n . n i . D j O	0	
সাবিত্ৰীৰ	sA2bI2t+ri2r	x a . b i . t r i r	0	
সামৰণিত	sA2mrn`I2t	x a . m O . r O . n i t	0	
সাহসেই	sA2hse2I	x a . h O . x e i	0	
সাহিত্য	sA2hI2t+Y	x a . h i t . j O	0	
সাহিত্যলৈ	sA2hI2t+Yle4	x a . h i t . j O . l o i	0	
সাহিত্যিক	sA2hI2t+YI2k	x a . h i t . j i k	0	
সি	sI2	x i	0	
সিঁহতৰ	sI2Mhtr	x i ~ h O . t O r	0	
সিও	sI2o	x i u	0	
সিটো	sI2t`o2	x i . t u	0	
সিদিনা	sI2dI2nA2	x i . d i . n a	0	
সিদিনাখন	sI2dI2nA2Kn	x i . d i . n a . K O n	0	
সিপিনে	sI2pI2ne2	x i . p i . n E	0	
সিফাল	sI2PA2l	x i . P a l	0	
সিফালে	sI2PA2le2	x i . P a . l E	0	
সিফালৰ	sI2PA2lr	x i . P a . l O r	0	
সিমান	sI2mA2n	x i . m a n	0	
সিমানটো	sI2mA2nt`o2	x i . m a  n  . t U	0	
সিমানে	sI2mA2ne2	x i . m a . n E	0	
সিহঁত	sI2hMt	x i . h O ~ t	0	
সিহঁতক	sI2hMtk	x i . h O ~ t O k	0	
